genome,species,representative,genome_is_representative,database,genome_type,species_name,source
MG851.sbin.3,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
P10709014.sbin.19,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG1366.sbin.3,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
ERR10897611.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898091.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1271.sbin.11,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898274.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1129.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1305.mbin.17,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR18765409.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR10258547.sbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR17635734.mbin.1,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
P10709972.mbin.3,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR6747967.sbin.2,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG1110.mbin.14,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
P10709013.mbin.9,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
